epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,122.202,1.22957,2.35532,1.01929,0.03101,0.95238,0.4835,0.34164,1.10333,3.23667,0.9704,0.000188819,0.000188819,0.000188819
15,130.918,1.34048,2.20162,1.05261,0.02813,0.85714,0.42801,0.34248,1.06863,3.20215,0.97028,0.000201034,0.000201034,0.000201034
16,139.784,1.2977,2.20295,1.03067,0.02773,0.85714,0.41963,0.31443,1.13058,3.21362,0.97959,0.000212918,0.000212918,0.000212918
17,148.883,1.27694,1.90888,1.05424,0.02715,0.85714,0.38009,0.29755,1.21362,3.17891,1.00059,0.000224472,0.000224472,0.000224472
18,158.458,1.29636,1.86398,1.02604,0.02522,0.80952,0.37544,0.28835,1.19915,3.13327,0.97615,0.000235695,0.000235695,0.000235695
19,167.726,1.26289,1.69397,1.00405,0.02541,0.80952,0.35271,0.26306,1.17582,3.07702,0.93788,0.000246589,0.000246589,0.000246589
20,176.748,1.26326,1.53893,1.0151,0.0241,0.7619,0.34507,0.25601,1.19204,3.05512,0.92499,0.000257153,0.000257153,0.000257153
21,185.852,1.16164,1.58519,0.9948,0.02584,0.80952,0.34482,0.2386,1.24889,3.06495,0.93829,0.000267387,0.000267387,0.000267387
22,195.061,1.15948,1.50018,1.00015,0.02744,0.85714,0.34951,0.24111,1.20539,3.03333,0.92344,0.00027729,0.00027729,0.00027729
23,204.045,1.10068,1.49206,0.99628,0.02711,0.85714,0.35024,0.23628,1.18283,3.03713,0.91845,0.000286864,0.000286864,0.000286864
24,213.134,1.28395,1.34069,1.04866,0.02424,0.7619,0.32701,0.21824,1.27211,3.04308,0.94454,0.000296108,0.000296108,0.000296108
25,222.109,1.1377,1.33881,1.02191,0.02276,0.71429,0.32766,0.20922,1.34885,3.03723,0.95765,0.000305021,0.000305021,0.000305021
26,231.165,1.27844,1.27897,1.04958,0.02446,0.7619,0.33438,0.21637,1.34764,3.06217,0.96694,0.000313604,0.000313604,0.000313604
27,240.362,1.06337,1.21753,0.96146,0.02731,0.85714,0.34293,0.22309,1.30201,3.06144,0.9606,0.000321858,0.000321858,0.000321858
28,249.396,1.30475,1.24023,1.04812,0.03115,0.95238,0.34031,0.22813,1.26881,3.07085,0.9551,0.000329781,0.000329781,0.000329781
29,258.494,1.20712,1.17325,1.04044,0.03231,0.95238,0.33237,0.20911,1.24105,3.08967,0.9533,0.000337374,0.000337374,0.000337374
30,268.057,1.09352,1.21899,1.01324,0.03247,0.95238,0.29639,0.19649,1.292,3.12127,0.99355,0.000344637,0.000344637,0.000344637
31,277.182,0.9653,1.04955,0.92498,0.02965,0.85714,0.28934,0.17268,1.33875,3.14737,1.02689,0.00035157,0.00035157,0.00035157
32,286.247,1.0633,1.1059,0.95253,0.02606,0.7619,0.23526,0.15262,1.38316,3.17922,1.05325,0.000358173,0.000358173,0.000358173
33,295.342,1.04375,1.10365,0.99668,0.02985,0.85714,0.2384,0.15532,1.38154,3.20228,1.04718,0.000364446,0.000364446,0.000364446
34,304.295,1.0824,1.06787,0.98475,0.03066,0.85714,0.23653,0.16208,1.38904,3.22097,1.03145,0.000370389,0.000370389,0.000370389
35,313.645,1.11843,1.07148,0.98712,0.03109,0.85714,0.23866,0.1636,1.41098,3.21212,1.03394,0.000376002,0.000376002,0.000376002
36,322.791,1.0141,1.03553,0.98905,0.03226,0.90476,0.2435,0.16227,1.43764,3.21548,1.04592,0.000381285,0.000381285,0.000381285
37,332.003,1.09759,1.04475,0.974,0.02911,0.80952,0.20784,0.14266,1.51145,3.24398,1.08283,0.000386237,0.000386237,0.000386237
38,341.125,1.05217,1.02543,0.98246,0.03,0.85714,0.19259,0.12913,1.63575,3.24302,1.15906,0.00039086,0.00039086,0.00039086
39,350.606,1.06853,1.19213,0.96898,0.02662,0.7619,0.18724,0.13123,1.60861,3.24693,1.1432,0.000395152,0.000395152,0.000395152
40,359.987,1.12332,1.01482,0.97403,0.02627,0.7619,0.2005,0.15126,1.55453,3.23442,1.08866,0.000399115,0.000399115,0.000399115
41,369.327,1.04153,1.03045,0.98535,0.02867,0.80952,0.25404,0.19832,1.40572,3.17147,1.00678,0.000402747,0.000402747,0.000402747
42,378.725,1.07109,1.08888,1.01112,0.02872,0.80952,0.27034,0.20632,1.39072,3.14534,1.00598,0.00040605,0.00040605,0.00040605
43,388.001,1.15132,1.13115,0.99553,0.02824,0.80952,0.27982,0.2173,1.3772,3.12975,1.00197,0.000409022,0.000409022,0.000409022
44,397.25,0.99749,1.01474,0.97826,0.02726,0.7619,0.27744,0.20918,1.42306,3.12141,1.00805,0.000411664,0.000411664,0.000411664
45,406.276,1.01102,0.93643,0.95599,0.02833,0.80952,0.29782,0.21759,1.48225,3.10105,1.04625,0.000413976,0.000413976,0.000413976
46,415.514,0.9929,0.99637,0.96405,0.02819,0.80952,0.33666,0.2769,1.39683,3.04496,1.01702,0.000415958,0.000415958,0.000415958
47,424.717,1.05856,0.98268,1.00757,0.02662,0.7619,0.34681,0.285,1.36554,3.02881,1.01531,0.00041761,0.00041761,0.00041761
48,433.808,0.87737,0.97365,0.92198,0.02886,0.80952,0.34665,0.27859,1.3102,3.03038,0.99806,0.000418932,0.000418932,0.000418932
49,442.954,1.07705,1.02003,1.00225,0.0303,0.80952,0.29642,0.22801,1.29913,3.04418,0.9998,0.000419924,0.000419924,0.000419924
50,452.333,0.93252,1.02824,0.96597,0.03214,0.85714,0.28714,0.22729,1.34979,3.05423,1.00865,0.000420586,0.000420586,0.000420586
51,461.531,0.97604,0.94562,0.92812,0.03214,0.85714,0.28714,0.22729,1.34979,3.05423,1.00865,0.000420918,0.000420918,0.000420918
52,470.915,0.91336,0.95845,0.94683,0.03158,0.85714,0.36748,0.29159,1.30601,3.00793,1.00121,0.000420919,0.000420919,0.000420919
53,479.93,0.8131,0.85416,0.88588,0.03158,0.85714,0.36748,0.29159,1.30601,3.00793,1.00121,0.000420591,0.000420591,0.000420591
54,488.917,0.94322,0.9769,1.0053,0.02941,0.80952,0.3847,0.31837,1.22498,2.94225,0.99273,0.000419932,0.000419932,0.000419932
55,497.964,0.87992,0.96459,0.9446,0.02941,0.80952,0.3847,0.31837,1.22498,2.94225,0.99273,0.000418944,0.000418944,0.000418944
56,507.13,0.92804,0.87047,0.931,0.03077,0.85714,0.43271,0.34118,1.20321,2.88928,0.99037,0.000417625,0.000417625,0.000417625
57,516.072,0.95928,0.90483,0.9317,0.03077,0.85714,0.43271,0.34118,1.20321,2.88928,0.99037,0.000415977,0.000415977,0.000415977
58,525.346,0.89425,0.84158,0.93537,0.03293,0.90476,0.44193,0.34339,1.21827,2.85899,0.97378,0.000413998,0.000413998,0.000413998
59,534.393,0.99347,0.86521,0.92943,0.03293,0.90476,0.44193,0.34339,1.21827,2.85899,0.97378,0.000411689,0.000411689,0.000411689
60,543.533,0.98166,0.86966,0.93523,0.05112,0.85714,0.47586,0.32755,1.31042,2.83734,0.98741,0.00040905,0.00040905,0.00040905
61,552.663,0.93654,0.88353,0.9289,0.05112,0.85714,0.47586,0.32755,1.31042,2.83734,0.98741,0.000406081,0.000406081,0.000406081
62,561.879,0.93698,0.88804,0.92916,1,0.40188,0.54394,0.35867,1.32615,2.78017,0.98713,0.000402782,0.000402782,0.000402782
63,571.646,0.8915,0.92598,0.97882,1,0.40188,0.54394,0.35867,1.32615,2.78017,0.98713,0.000399153,0.000399153,0.000399153
64,580.919,0.90869,0.86781,0.8951,1,0.29251,0.57537,0.41808,1.27274,2.67951,0.98657,0.000395194,0.000395194,0.000395194
65,590.15,0.78393,0.89265,0.89567,1,0.29251,0.57537,0.41808,1.27274,2.67951,0.98657,0.000390905,0.000390905,0.000390905
66,600.655,0.88771,0.87403,0.91605,1,0.24858,0.60251,0.43576,1.26983,2.62333,0.99991,0.000386286,0.000386286,0.000386286
67,610.687,0.99228,0.8981,0.97836,1,0.24858,0.60251,0.43576,1.26983,2.62333,0.99991,0.000381336,0.000381336,0.000381336
68,620.279,1.05516,0.91855,0.94931,1,0.17744,0.61024,0.43305,1.29325,2.61751,1.01379,0.000376057,0.000376057,0.000376057
69,629.527,1.01629,0.86603,0.94655,1,0.17744,0.61024,0.43305,1.29325,2.61751,1.01379,0.000370447,0.000370447,0.000370447
70,638.75,0.87629,0.94914,0.92614,1,0.16068,0.56414,0.42295,1.25434,2.60781,1.0198,0.000364508,0.000364508,0.000364508
71,647.917,0.81498,0.80695,0.88602,1,0.16068,0.56414,0.42295,1.25434,2.60781,1.0198,0.000358238,0.000358238,0.000358238
72,657.192,0.88784,0.88572,0.95926,1,0.17184,0.5696,0.419,1.32593,2.58751,1.03777,0.000351639,0.000351639,0.000351639
73,666.626,0.94237,0.8733,0.949,1,0.17184,0.5696,0.419,1.32593,2.58751,1.03777,0.000344709,0.000344709,0.000344709
74,676.03,0.81977,0.79859,0.8887,1,0.18412,0.58801,0.41531,1.41029,2.54802,1.06261,0.000337449,0.000337449,0.000337449
75,685.26,0.88683,0.84668,0.91788,1,0.18412,0.58801,0.41531,1.41029,2.54802,1.06261,0.000329859,0.000329859,0.000329859
76,694.659,0.84814,0.84839,0.94973,1,0.23588,0.65101,0.40444,1.41568,2.46403,1.0622,0.000321939,0.000321939,0.000321939
77,704.087,0.76207,0.78206,0.9088,1,0.23588,0.65101,0.40444,1.41568,2.46403,1.0622,0.000313689,0.000313689,0.000313689
78,713.868,0.83501,0.80621,0.90765,1,0.31092,0.67108,0.4114,1.48947,2.42298,1.12042,0.000305109,0.000305109,0.000305109
79,723.226,0.85304,0.83307,0.91118,1,0.31092,0.67108,0.4114,1.48947,2.42298,1.12042,0.000296199,0.000296199,0.000296199
80,732.467,0.65061,0.8204,0.89627,1,0.32497,0.67139,0.40852,1.46318,2.38251,1.10067,0.000286959,0.000286959,0.000286959
81,741.834,0.79658,0.75992,0.88184,1,0.32497,0.67139,0.40852,1.46318,2.38251,1.10067,0.000277389,0.000277389,0.000277389
82,751.35,0.77107,0.78889,0.91131,1,0.36759,0.65684,0.41484,1.40485,2.33892,1.06746,0.000267488,0.000267488,0.000267488
83,761.064,0.85524,0.83627,0.9388,1,0.36759,0.65684,0.41484,1.40485,2.33892,1.06746,0.000257258,0.000257258,0.000257258
84,770.629,0.92015,0.80495,0.9301,0.88511,0.36798,0.63548,0.40891,1.34797,2.32772,1.06804,0.000246698,0.000246698,0.000246698
85,780.211,0.7897,0.77258,0.8957,0.88511,0.36798,0.63548,0.40891,1.34797,2.32772,1.06804,0.000235807,0.000235807,0.000235807
86,789.851,0.85365,0.81085,0.88428,0.87838,0.34492,0.62268,0.41031,1.3455,2.32158,1.07257,0.000224587,0.000224587,0.000224587
87,799.28,0.77092,0.76061,0.87489,0.87838,0.34492,0.62268,0.41031,1.3455,2.32158,1.07257,0.000213036,0.000213036,0.000213036
88,808.769,0.73004,0.7773,0.87308,0.88142,0.35536,0.63882,0.41485,1.29641,2.30817,1.04744,0.000201155,0.000201155,0.000201155
89,818.448,0.84115,0.80654,0.92099,0.88142,0.35536,0.63882,0.41485,1.29641,2.30817,1.04744,0.000188944,0.000188944,0.000188944
90,828.097,0.75606,0.78936,0.91145,0.88352,0.33333,0.62562,0.43075,1.27092,2.25672,1.03535,0.000176404,0.000176404,0.000176404
91,837.376,0.83396,1.05109,0.92868,0.88352,0.33333,0.62562,0.43075,1.27092,2.25672,1.03535,0.000163533,0.000163533,0.000163533
92,846.633,0.8607,1.06425,0.91901,0.89077,0.38899,0.63044,0.42875,1.23471,2.19297,1.01864,0.000150332,0.000150332,0.000150332
93,856.072,0.84856,1.01409,0.9217,0.89077,0.38899,0.63044,0.42875,1.23471,2.19297,1.01864,0.000136801,0.000136801,0.000136801
94,865.618,0.78633,0.95966,0.89548,0.89274,0.39744,0.64043,0.43623,1.22293,2.14403,1.01213,0.00012294,0.00012294,0.00012294
95,874.977,0.77923,0.95395,0.89988,0.89274,0.39744,0.64043,0.43623,1.22293,2.14403,1.01213,0.000108748,0.000108748,0.000108748
96,884.24,0.79791,0.97374,0.90726,0.89422,0.40378,0.64613,0.44179,1.22332,2.12802,1.02304,9.42272e-05,9.42272e-05,9.42272e-05
97,893.45,0.88999,1.0188,0.91687,0.89422,0.40378,0.64613,0.44179,1.22332,2.12802,1.02304,7.93759e-05,7.93759e-05,7.93759e-05
98,902.917,0.79034,0.8859,0.87717,0.89505,0.40738,0.64557,0.44986,1.23571,2.10356,1.03233,6.41945e-05,6.41945e-05,6.41945e-05
99,912.408,0.73674,0.89296,0.90444,0.89505,0.40738,0.64557,0.44986,1.23571,2.10356,1.03233,4.86831e-05,4.86831e-05,4.86831e-05
100,921.675,0.79621,0.96169,0.89277,0.89611,0.41192,0.64892,0.44611,1.23876,2.06583,1.03503,3.28416e-05,3.28416e-05,3.28416e-05
