epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,396.749,0.89752,0.80959,0.92144,0.96725,0.52381,0.7734,0.44283,1.49187,1.66023,1.16312,0.000409022,0.000409022,0.000409022
44,406.42,0.73907,0.72682,0.90182,0.91978,0.54694,0.76356,0.44174,1.44527,1.68287,1.13465,0.000411664,0.000411664,0.000411664
45,415.726,0.77424,0.71817,0.88682,0.83588,0.57143,0.73796,0.4526,1.39303,1.65471,1.10903,0.000413976,0.000413976,0.000413976
46,425.024,0.76586,0.72948,0.89322,0.9271,0.52381,0.76025,0.46569,1.33147,1.59165,1.0887,0.000415958,0.000415958,0.000415958
47,434.371,0.76562,0.72651,0.90291,0.97782,0.52381,0.78626,0.47351,1.37516,1.56051,1.09129,0.00041761,0.00041761,0.00041761
48,443.698,0.64358,0.70168,0.87478,0.95913,0.52381,0.77942,0.45179,1.37999,1.54205,1.09631,0.000418932,0.000418932,0.000418932
49,453.005,0.93244,0.79518,0.94878,0.92271,0.56867,0.79676,0.46319,1.31545,1.42279,1.07361,0.000419924,0.000419924,0.000419924
50,462.27,0.78463,0.75589,0.90268,0.76865,0.63342,0.79703,0.48587,1.27712,1.34578,1.05779,0.000420586,0.000420586,0.000420586
51,471.886,0.79763,0.72759,0.87425,0.76865,0.63342,0.79703,0.48587,1.27712,1.34578,1.05779,0.000420918,0.000420918,0.000420918
52,481.641,0.69069,0.70694,0.88442,0.86993,0.61905,0.80951,0.49624,1.2646,1.29028,1.05802,0.000420919,0.000420919,0.000420919
53,490.937,0.66882,0.65588,0.84548,0.86993,0.61905,0.80951,0.49624,1.2646,1.29028,1.05802,0.000420591,0.000420591,0.000420591
54,500.252,0.73812,0.7463,0.95158,0.9061,0.61905,0.8005,0.5109,1.17404,1.20759,1.0523,0.000419932,0.000419932,0.000419932
55,509.776,0.66614,0.75476,0.88382,0.9061,0.61905,0.8005,0.5109,1.17404,1.20759,1.0523,0.000418944,0.000418944,0.000418944
56,519.292,0.70518,0.67262,0.87957,0.90326,0.61905,0.79354,0.51996,1.17721,1.24098,1.0584,0.000417625,0.000417625,0.000417625
57,529.093,0.75895,0.70753,0.8836,0.90326,0.61905,0.79354,0.51996,1.17721,1.24098,1.0584,0.000415977,0.000415977,0.000415977
58,538.428,0.68697,0.64811,0.87527,0.92776,0.61206,0.76696,0.49776,1.20037,1.20083,1.05316,0.000413998,0.000413998,0.000413998
59,547.591,0.74561,0.66616,0.85908,0.92776,0.61206,0.76696,0.49776,1.20037,1.20083,1.05316,0.000411689,0.000411689,0.000411689
60,556.892,0.76017,0.66663,0.87769,0.77703,0.66667,0.79085,0.50933,1.21449,1.17514,1.04946,0.00040905,0.00040905,0.00040905
61,570.428,0.72563,0.68224,0.88001,0.77703,0.66667,0.79085,0.50933,1.21449,1.17514,1.04946,0.000406081,0.000406081,0.000406081
62,580.671,0.71805,0.69229,0.87603,0.96957,0.57143,0.82286,0.51844,1.22131,1.10254,1.06863,0.000402782,0.000402782,0.000402782
63,590.293,0.70075,0.76253,0.93367,0.96957,0.57143,0.82286,0.51844,1.22131,1.10254,1.06863,0.000399153,0.000399153,0.000399153
64,599.879,0.70167,0.67486,0.84614,0.74805,0.70723,0.81056,0.52875,1.22006,1.1005,1.07766,0.000395194,0.000395194,0.000395194
65,609.249,0.65449,0.70925,0.87291,0.74805,0.70723,0.81056,0.52875,1.22006,1.1005,1.07766,0.000390905,0.000390905,0.000390905
66,618.901,0.69139,0.6973,0.86405,0.75826,0.74733,0.76918,0.46837,1.27538,1.13833,1.11031,0.000386286,0.000386286,0.000386286
67,628.377,0.76265,0.66342,0.91684,0.75826,0.74733,0.76918,0.46837,1.27538,1.13833,1.11031,0.000381336,0.000381336,0.000381336
68,637.822,0.74996,0.666,0.86854,0.75437,0.7619,0.7909,0.48211,1.23899,1.10226,1.09166,0.000376057,0.000376057,0.000376057
69,647.176,0.75256,0.68641,0.87424,0.75437,0.7619,0.7909,0.48211,1.23899,1.10226,1.09166,0.000370447,0.000370447,0.000370447
70,656.488,0.67553,0.73323,0.88223,0.75894,0.75006,0.79419,0.5038,1.16403,1.05005,1.05028,0.000364508,0.000364508,0.000364508
71,665.836,0.60807,0.62449,0.83532,0.75894,0.75006,0.79419,0.5038,1.16403,1.05005,1.05028,0.000358238,0.000358238,0.000358238
72,675.343,0.68539,0.70059,0.90213,0.92751,0.60983,0.80118,0.4971,1.19275,1.02516,1.05446,0.000351639,0.000351639,0.000351639
73,684.929,0.69922,0.67848,0.87315,0.92751,0.60983,0.80118,0.4971,1.19275,1.02516,1.05446,0.000344709,0.000344709,0.000344709
74,694.366,0.67288,0.6388,0.85661,0.7532,0.7619,0.81093,0.49926,1.25706,1.00938,1.0701,0.000337449,0.000337449,0.000337449
75,703.718,0.69981,0.67894,0.87215,0.7532,0.7619,0.81093,0.49926,1.25706,1.00938,1.0701,0.000329859,0.000329859,0.000329859
76,713.347,0.69685,0.66748,0.90203,0.89103,0.66667,0.78113,0.50276,1.20218,0.95717,1.05372,0.000321939,0.000321939,0.000321939
77,722.985,0.64824,0.63046,0.87984,0.89103,0.66667,0.78113,0.50276,1.20218,0.95717,1.05372,0.000313689,0.000313689,0.000313689
78,732.323,0.67424,0.64985,0.88149,1,0.64641,0.84807,0.54884,1.15468,0.95202,1.04398,0.000305109,0.000305109,0.000305109
79,741.731,0.62205,0.63464,0.84281,1,0.64641,0.84807,0.54884,1.15468,0.95202,1.04398,0.000296199,0.000296199,0.000296199
80,751.26,0.53872,0.6477,0.86861,1,0.64832,0.8258,0.54001,1.12336,0.95583,1.0248,0.000286959,0.000286959,0.000286959
81,760.726,0.65442,0.62122,0.84484,1,0.64832,0.8258,0.54001,1.12336,0.95583,1.0248,0.000277389,0.000277389,0.000277389
82,770.12,0.64048,0.64376,0.87248,0.76639,0.80952,0.85567,0.53529,1.147,0.98249,1.03263,0.000267488,0.000267488,0.000267488
83,779.408,0.65499,0.6789,0.86503,0.76639,0.80952,0.85567,0.53529,1.147,0.98249,1.03263,0.000257258,0.000257258,0.000257258
84,788.753,0.7459,0.67697,0.89106,1,0.61217,0.80779,0.53295,1.17575,0.98688,1.04422,0.000246698,0.000246698,0.000246698
85,798.227,0.64208,0.63498,0.86378,1,0.61217,0.80779,0.53295,1.17575,0.98688,1.04422,0.000235807,0.000235807,0.000235807
86,807.662,0.70334,0.64977,0.85962,1,0.61489,0.81873,0.52493,1.19343,1.00158,1.06214,0.000224587,0.000224587,0.000224587
87,817.122,0.62559,0.62986,0.83994,1,0.61489,0.81873,0.52493,1.19343,1.00158,1.06214,0.000213036,0.000213036,0.000213036
88,826.557,0.60675,0.61889,0.84086,0.93264,0.65976,0.80229,0.52292,1.19772,1.01207,1.07214,0.000201155,0.000201155,0.000201155
89,836.743,0.698,0.65967,0.87905,0.93264,0.65976,0.80229,0.52292,1.19772,1.01207,1.07214,0.000188944,0.000188944,0.000188944
90,846.323,0.65437,0.64579,0.87085,0.9332,0.66538,0.78878,0.51847,1.20234,1.00715,1.07736,0.000176404,0.000176404,0.000176404
91,855.45,0.70875,0.83199,0.88765,0.9332,0.66538,0.78878,0.51847,1.20234,1.00715,1.07736,0.000163533,0.000163533,0.000163533
92,864.819,0.75648,0.88665,0.89506,0.93328,0.66614,0.78014,0.51637,1.20525,1.01117,1.07984,0.000150332,0.000150332,0.000150332
93,873.854,0.74226,0.84181,0.88938,0.93328,0.66614,0.78014,0.51637,1.20525,1.01117,1.07984,0.000136801,0.000136801,0.000136801
94,882.908,0.66596,0.76184,0.86606,0.93261,0.65942,0.77342,0.52903,1.20507,1.01747,1.08383,0.00012294,0.00012294,0.00012294
95,892.231,0.62821,0.75809,0.8642,0.93261,0.65942,0.77342,0.52903,1.20507,1.01747,1.08383,0.000108748,0.000108748,0.000108748
96,901.513,0.63469,0.77901,0.86471,0.92348,0.61905,0.76354,0.51863,1.20534,1.01537,1.0886,9.42272e-05,9.42272e-05,9.42272e-05
97,910.546,0.74765,0.83797,0.84461,0.92348,0.61905,0.76354,0.51863,1.20534,1.01537,1.0886,7.93759e-05,7.93759e-05,7.93759e-05
98,923.149,0.68329,0.74422,0.83762,0.92456,0.61905,0.74682,0.51517,1.21446,1.01993,1.09969,6.41945e-05,6.41945e-05,6.41945e-05
99,932.906,0.57864,0.6979,0.85505,0.92456,0.61905,0.74682,0.51517,1.21446,1.01993,1.09969,4.86831e-05,4.86831e-05,4.86831e-05
100,942.816,0.61218,0.7314,0.85385,0.92396,0.61905,0.75056,0.51664,1.22006,1.02031,1.10476,3.28416e-05,3.28416e-05,3.28416e-05
